

Space Ship #1: Impulse Engine
--------------------------------------------

   228 Years        246,947,732,186,299 Km   62.15%        34,344.940 Km/sec    1.14% Light
   229 Years        248,030,836,274,836 Km   62.42%        34,344.940 Km/sec    1.14% Light
   230 Years        249,113,940,363,372 Km   62.69%        34,344.940 Km/sec    1.14% Light
   231 Years        250,197,044,451,908 Km   62.97%        34,344.940 Km/sec    1.14% Light
   232 Years        251,280,148,540,445 Km   63.24%        34,344.940 Km/sec    1.14% Light
   233 Years        252,363,252,628,981 Km   63.51%        34,344.940 Km/sec    1.14% Light
   234 Years        253,446,356,717,518 Km   63.78%        34,344.940 Km/sec    1.14% Light
   235 Years        254,529,460,806,054 Km   64.06%        34,344.940 Km/sec    1.14% Light
   236 Years        255,612,564,894,590 Km   64.33%        34,344.940 Km/sec    1.14% Light
   237 Years        256,695,668,983,127 Km   64.60%        34,344.940 Km/sec    1.14% Light
   238 Years        257,778,773,071,663 Km   64.87%        34,344.940 Km/sec    1.14% Light
   239 Years        258,861,877,160,200 Km   65.15%        34,344.940 Km/sec    1.14% Light
   240 Years        259,944,981,248,736 Km   65.42%        34,344.940 Km/sec    1.14% Light
   241 Years        261,028,085,337,272 Km   65.69%        34,344.940 Km/sec    1.14% Light
   242 Years        262,111,189,425,809 Km   65.96%        34,344.940 Km/sec    1.14% Light
   243 Years        263,194,293,514,345 Km   66.24%        34,344.940 Km/sec    1.14% Light
   244 Years        264,277,397,602,882 Km   66.51%        34,344.940 Km/sec    1.14% Light
   245 Years        265,360,501,691,418 Km   66.78%        34,344.940 Km/sec    1.14% Light
   246 Years        266,443,605,779,954 Km   67.05%        34,344.940 Km/sec    1.14% Light
   247 Years        267,526,709,868,491 Km   67.33%        34,344.940 Km/sec    1.14% Light
   248 Years        268,609,813,957,027 Km   67.60%        34,344.940 Km/sec    1.14% Light
   249 Years        269,692,918,045,564 Km   67.87%        34,344.940 Km/sec    1.14% Light
   250 Years        270,776,022,134,100 Km   68.14%        34,344.940 Km/sec    1.14% Light
   251 Years        271,859,126,222,636 Km   68.42%        34,344.940 Km/sec    1.14% Light
   252 Years        272,942,230,311,173 Km   68.69%        34,344.940 Km/sec    1.14% Light
   253 Years        274,025,334,399,709 Km   68.96%        34,344.940 Km/sec    1.14% Light
   254 Years        275,108,438,488,246 Km   69.24%        34,344.940 Km/sec    1.14% Light
   255 Years        276,191,542,576,782 Km   69.51%        34,344.940 Km/sec    1.14% Light
   256 Years        277,274,646,665,318 Km   69.78%        34,344.940 Km/sec    1.14% Light
   257 Years        278,357,750,753,855 Km   70.05%        34,344.940 Km/sec    1.14% Light
   258 Years        279,440,854,842,391 Km   70.33%        34,344.940 Km/sec    1.14% Light
   259 Years        280,523,958,930,928 Km   70.60%        34,344.940 Km/sec    1.14% Light
   260 Years        281,607,063,019,464 Km   70.87%        34,344.940 Km/sec    1.14% Light
   261 Years        282,690,167,108,000 Km   71.14%        34,344.940 Km/sec    1.14% Light
   262 Years        283,773,271,196,537 Km   71.42%        34,344.940 Km/sec    1.14% Light
   263 Years        284,856,375,285,073 Km   71.69%        34,344.940 Km/sec    1.14% Light
   264 Years        285,939,479,373,610 Km   71.96%        34,344.940 Km/sec    1.14% Light
   265 Years        287,022,583,462,146 Km   72.23%        34,344.940 Km/sec    1.14% Light
   266 Years        288,105,687,550,682 Km   72.51%        34,344.940 Km/sec    1.14% Light
   267 Years        289,188,791,639,219 Km   72.78%        34,344.940 Km/sec    1.14% Light
   268 Years        290,271,895,727,755 Km   73.05%        34,344.940 Km/sec    1.14% Light
   269 Years        291,354,999,816,292 Km   73.32%        34,344.940 Km/sec    1.14% Light
   270 Years        292,438,103,904,828 Km   73.60%        34,344.940 Km/sec    1.14% Light
   271 Years        293,521,207,993,364 Km   73.87%        34,344.940 Km/sec    1.14% Light
   272 Years        294,604,312,081,901 Km   74.14%        34,344.940 Km/sec    1.14% Light
   273 Years        295,687,416,170,437 Km   74.41%        34,344.940 Km/sec    1.14% Light
   274 Years        296,770,520,258,974 Km   74.69%        34,344.940 Km/sec    1.14% Light
   275 Years        297,853,624,347,510 Km   74.96%        34,344.940 Km/sec    1.14% Light
   276 Years        298,936,728,436,046 Km   75.23%        34,344.940 Km/sec    1.14% Light
   277 Years        300,019,832,524,583 Km   75.50%        34,344.940 Km/sec    1.14% Light
   278 Years        301,102,936,613,119 Km   75.78%        34,344.940 Km/sec    1.14% Light
   279 Years        302,186,040,701,656 Km   76.05%        34,344.940 Km/sec    1.14% Light
   280 Years        303,269,144,790,192 Km   76.32%        34,344.940 Km/sec    1.14% Light
   281 Years        304,352,248,878,728 Km   76.59%        34,344.940 Km/sec    1.14% Light
   282 Years        305,435,352,967,265 Km   76.87%        34,344.940 Km/sec    1.14% Light
   283 Years        306,518,457,055,801 Km   77.14%        34,344.940 Km/sec    1.14% Light
   284 Years        307,601,561,144,338 Km   77.41%        34,344.940 Km/sec    1.14% Light
   285 Years        308,684,665,232,874 Km   77.69%        34,344.940 Km/sec    1.14% Light
   286 Years        309,767,769,321,410 Km   77.96%        34,344.940 Km/sec    1.14% Light
   287 Years        310,850,873,409,947 Km   78.23%        34,344.940 Km/sec    1.14% Light
   288 Years        311,933,977,498,483 Km   78.50%        34,344.940 Km/sec    1.14% Light
   289 Years        313,017,081,587,020 Km   78.78%        34,344.940 Km/sec    1.14% Light
   290 Years        314,100,185,675,556 Km   79.05%        34,344.940 Km/sec    1.14% Light
   291 Years        315,183,289,764,092 Km   79.32%        34,344.940 Km/sec    1.14% Light
   292 Years        316,266,393,852,629 Km   79.59%        34,344.940 Km/sec    1.14% Light
   293 Years        317,349,497,941,165 Km   79.87%        34,344.940 Km/sec    1.14% Light
   294 Years        318,432,602,029,702 Km   80.14%        34,344.940 Km/sec    1.14% Light
   295 Years        319,515,706,118,238 Km   80.41%        34,344.940 Km/sec    1.14% Light
   296 Years        320,598,810,206,774 Km   80.68%        34,344.940 Km/sec    1.14% Light
   297 Years        321,681,914,295,311 Km   80.96%        34,344.940 Km/sec    1.14% Light
   298 Years        322,765,018,383,847 Km   81.23%        34,344.940 Km/sec    1.14% Light
   299 Years        323,848,122,472,384 Km   81.50%        34,344.940 Km/sec    1.14% Light
   300 Years        324,931,226,560,920 Km   81.77%        34,344.940 Km/sec    1.14% Light
   301 Years        326,014,330,649,456 Km   82.05%        34,344.940 Km/sec    1.14% Light
   302 Years        327,097,434,737,993 Km   82.32%        34,344.940 Km/sec    1.14% Light
   303 Years        328,180,538,826,529 Km   82.59%        34,344.940 Km/sec    1.14% Light
   304 Years        329,263,642,915,066 Km   82.86%        34,344.940 Km/sec    1.14% Light
   305 Years        330,346,747,003,602 Km   83.14%        34,344.940 Km/sec    1.14% Light
   306 Years        331,429,851,092,138 Km   83.41%        34,344.940 Km/sec    1.14% Light
   307 Years        332,512,955,180,675 Km   83.68%        34,344.940 Km/sec    1.14% Light
   308 Years        333,596,059,269,211 Km   83.95%        34,344.940 Km/sec    1.14% Light
   309 Years        334,679,163,357,748 Km   84.23%        34,344.940 Km/sec    1.14% Light
   310 Years        335,762,267,446,284 Km   84.50%        34,344.940 Km/sec    1.14% Light
   311 Years        336,845,371,534,820 Km   84.77%        34,344.940 Km/sec    1.14% Light
   312 Years        337,928,475,623,357 Km   85.04%        34,344.940 Km/sec    1.14% Light
   313 Years        339,011,579,711,893 Km   85.32%        34,344.940 Km/sec    1.14% Light
   314 Years        340,094,683,800,430 Km   85.59%        34,344.940 Km/sec    1.14% Light
   315 Years        341,177,787,888,966 Km   85.86%        34,344.940 Km/sec    1.14% Light
   316 Years        342,260,891,977,502 Km   86.14%        34,344.940 Km/sec    1.14% Light
   317 Years        343,343,996,066,039 Km   86.41%        34,344.940 Km/sec    1.14% Light
   318 Years        344,427,100,154,575 Km   86.68%        34,344.940 Km/sec    1.14% Light
   319 Years        345,510,204,243,112 Km   86.95%        34,344.940 Km/sec    1.14% Light
   320 Years        346,593,308,331,648 Km   87.23%        34,344.940 Km/sec    1.14% Light
   321 Years        347,676,412,420,184 Km   87.50%        34,344.940 Km/sec    1.14% Light
   322 Years        348,759,516,508,721 Km   87.77%        34,344.940 Km/sec    1.14% Light
   323 Years        349,842,620,597,257 Km   88.04%        34,344.940 Km/sec    1.14% Light
   324 Years        350,925,724,685,794 Km   88.32%        34,344.940 Km/sec    1.14% Light
   325 Years        352,008,828,774,330 Km   88.59%        34,344.940 Km/sec    1.14% Light
   326 Years        353,091,932,862,866 Km   88.86%        34,344.940 Km/sec    1.14% Light
   327 Years        354,175,036,951,403 Km   89.13%        34,344.940 Km/sec    1.14% Light
   328 Years        355,258,141,039,939 Km   89.41%        34,344.940 Km/sec    1.14% Light
   329 Years        356,341,245,128,476 Km   89.68%        34,344.940 Km/sec    1.14% Light
   330 Years        357,424,349,217,012 Km   89.95%        34,344.940 Km/sec    1.14% Light
   331 Years        358,507,453,305,548 Km   90.22%        34,344.940 Km/sec    1.14% Light
   332 Years        359,590,557,394,085 Km   90.50%        34,344.940 Km/sec    1.14% Light
   333 Years        360,673,661,482,621 Km   90.77%        34,344.940 Km/sec    1.14% Light
   334 Years        361,756,765,571,158 Km   91.04%        34,344.940 Km/sec    1.14% Light
   335 Years        362,839,869,659,694 Km   91.31%        34,344.940 Km/sec    1.14% Light
   336 Years        363,922,973,748,230 Km   91.59%        34,344.940 Km/sec    1.14% Light
   337 Years        365,006,077,836,767 Km   91.86%        34,344.940 Km/sec    1.14% Light
   338 Years        366,089,181,925,303 Km   92.13%        34,344.940 Km/sec    1.14% Light
   339 Years        367,172,286,013,840 Km   92.40%        34,344.940 Km/sec    1.14% Light
   340 Years        368,255,390,102,376 Km   92.68%        34,344.940 Km/sec    1.14% Light
   341 Years        369,338,494,190,912 Km   92.95%        34,344.940 Km/sec    1.14% Light
   342 Years        370,421,598,279,449 Km   93.22%        34,344.940 Km/sec    1.14% Light
   343 Years        371,504,702,367,985 Km   93.49%        34,344.940 Km/sec    1.14% Light
   344 Years        372,587,806,456,522 Km   93.77%        34,344.940 Km/sec    1.14% Light
   345 Years        373,670,910,545,058 Km   94.04%        34,344.940 Km/sec    1.14% Light
   346 Years        374,754,014,633,594 Km   94.31%        34,344.940 Km/sec    1.14% Light
   347 Years        375,837,118,722,131 Km   94.59%        34,344.940 Km/sec    1.14% Light
   348 Years        376,920,222,810,667 Km   94.86%        34,344.940 Km/sec    1.14% Light
   349 Years        378,003,326,899,204 Km   95.13%        34,344.940 Km/sec    1.14% Light
   350 Years        379,086,430,987,740 Km   95.40%        34,344.940 Km/sec    1.14% Light
   351 Years        380,169,535,076,276 Km   95.68%        34,344.940 Km/sec    1.14% Light
   352 Years        381,252,639,164,813 Km   95.95%        34,344.940 Km/sec    1.14% Light
   353 Years        382,335,743,253,349 Km   96.22%        34,344.940 Km/sec    1.14% Light
   354 Years        383,418,847,341,886 Km   96.49%        34,344.940 Km/sec    1.14% Light
   355 Years        384,501,951,430,422 Km   96.77%        34,344.940 Km/sec    1.14% Light
   356 Years        385,585,055,518,958 Km   97.04%        34,344.940 Km/sec    1.14% Light
   357 Years        386,668,159,607,495 Km   97.31%        34,344.940 Km/sec    1.14% Light
   358 Years        387,751,263,696,031 Km   97.58%        34,344.940 Km/sec    1.14% Light
   359 Years        388,834,367,784,568 Km   97.86%        34,344.940 Km/sec    1.14% Light
   360 Years        389,917,471,873,104 Km   98.13%        34,344.940 Km/sec    1.14% Light
   361 Years        391,000,575,961,640 Km   98.40%        34,344.940 Km/sec    1.14% Light
   362 Years        392,083,680,050,177 Km   98.67%        34,344.940 Km/sec    1.14% Light
   363 Years        393,166,784,138,713 Km   98.95%        34,344.940 Km/sec    1.14% Light
   364 Years        394,249,888,227,250 Km   99.22%        34,344.940 Km/sec    1.14% Light
   365 Years        395,332,992,315,786 Km   99.49%        34,344.940 Km/sec    1.14% Light
   366 Years        396,416,096,404,322 Km   99.76%        34,344.940 Km/sec    1.14% Light
   367 Years        397,353,601,988,717 Km  100.00%        34,344.940 Km/sec    1.14% Light

*** Plus 2 years for initial manouvering around the Sun.


Space Ship #3: Solar Sail + Impulse Engine
--------------------------------------------

Space Ship #3A: Solar Sail Acceleration Phase
     0 Years                          0 Km    0.00%           195.000 Km/sec    0.01% Light
     0 Years              1,000,258,855 Km  100.03%        17,721.154 Km/sec    0.59% Light

Space Ship #3B: Impulse Engine
     0 Years                          0 Km    0.00%        17,721.154 Km/sec    0.59% Light
     1 Years            607,636,720,289 Km    0.15%        20,814.841 Km/sec    0.69% Light
     2 Years          1,312,836,154,757 Km    0.33%        23,908.529 Km/sec    0.80% Light
     3 Years          2,115,598,303,405 Km    0.53%        27,002.216 Km/sec    0.90% Light
     4 Years          3,015,923,166,233 Km    0.76%        30,095.904 Km/sec    1.00% Light
     5 Years          4,013,810,743,241 Km    1.01%        33,189.591 Km/sec    1.11% Light
     6 Years          5,109,261,034,428 Km    1.29%        36,283.279 Km/sec    1.21% Light
     7 Years          6,302,274,039,795 Km    1.59%        39,376.966 Km/sec    1.31% Light
     8 Years          7,592,849,759,342 Km    1.91%        42,470.653 Km/sec    1.42% Light
     9 Years          8,980,988,193,069 Km    2.26%        45,564.341 Km/sec    1.52% Light
    10 Years         10,466,689,340,975 Km    2.63%        48,658.028 Km/sec    1.62% Light
    11 Years         12,049,953,203,062 Km    3.03%        51,751.716 Km/sec    1.73% Light
    12 Years         13,730,779,779,327 Km    3.46%        54,845.403 Km/sec    1.83% Light
    13 Years         15,509,169,069,773 Km    3.90%        57,939.091 Km/sec    1.93% Light
    14 Years         17,385,121,074,398 Km    4.38%        61,032.778 Km/sec    2.03% Light
    15 Years         19,358,635,793,204 Km    4.87%        64,126.466 Km/sec    2.14% Light
    16 Years         21,429,713,226,188 Km    5.39%        67,220.153 Km/sec    2.24% Light
    17 Years         23,598,353,373,353 Km    5.94%        70,313.841 Km/sec    2.34% Light
    18 Years         25,864,556,234,697 Km    6.51%        73,407.528 Km/sec    2.45% Light
    19 Years         28,228,321,810,222 Km    7.10%        76,501.216 Km/sec    2.55% Light
    20 Years         30,689,650,099,925 Km    7.72%        79,594.903 Km/sec    2.65% Light
    21 Years         33,248,541,103,809 Km    8.37%        82,688.591 Km/sec    2.76% Light
    22 Years         35,904,994,821,872 Km    9.04%        85,782.278 Km/sec    2.86% Light
    23 Years         38,659,011,254,115 Km    9.73%        88,875.966 Km/sec    2.96% Light
    24 Years         41,510,590,400,538 Km   10.45%        91,969.653 Km/sec    3.07% Light
    25 Years         44,459,732,261,141 Km   11.19%        95,063.341 Km/sec    3.17% Light
    26 Years         47,506,436,835,923 Km   11.96%        98,157.028 Km/sec    3.27% Light
    27 Years         50,650,704,124,885 Km   12.75%       101,250.716 Km/sec    3.38% Light
    28 Years         53,892,534,128,027 Km   13.56%       104,344.403 Km/sec    3.48% Light
    29 Years         57,231,926,845,349 Km   14.40%       107,438.091 Km/sec    3.58% Light
    30 Years         60,668,882,276,850 Km   15.27%       110,531.778 Km/sec    3.68% Light
    31 Years         64,203,400,422,531 Km   16.16%       113,625.466 Km/sec    3.79% Light
    32 Years         67,835,481,282,392 Km   17.07%       116,719.153 Km/sec    3.89% Light
    33 Years         71,565,124,856,432 Km   18.01%       119,812.841 Km/sec    3.99% Light
    34 Years         75,392,331,144,652 Km   18.97%       122,906.528 Km/sec    4.10% Light
    35 Years         79,317,100,147,052 Km   19.96%       126,000.216 Km/sec    4.20% Light
    36 Years         83,339,431,863,632 Km   20.97%       129,093.903 Km/sec    4.30% Light
    37 Years         87,459,326,294,392 Km   22.01%       132,187.591 Km/sec    4.41% Light
    38 Years         91,676,783,439,331 Km   23.07%       135,281.278 Km/sec    4.51% Light
    39 Years         95,991,803,298,450 Km   24.16%       138,374.966 Km/sec    4.61% Light
    40 Years        100,404,385,871,749 Km   25.27%       141,468.653 Km/sec    4.72% Light
    41 Years        104,914,531,159,227 Km   26.40%       144,562.341 Km/sec    4.82% Light
    42 Years        109,522,239,160,886 Km   27.56%       147,656.028 Km/sec    4.92% Light
    43 Years        114,227,509,876,724 Km   28.75%       150,749.715 Km/sec    5.02% Light
    44 Years        119,030,343,306,741 Km   29.96%       153,843.403 Km/sec    5.13% Light
    45 Years        123,930,739,450,939 Km   31.19%       156,937.090 Km/sec    5.23% Light
    46 Years        128,928,698,309,316 Km   32.45%       160,030.778 Km/sec    5.33% Light
    47 Years        134,024,219,881,873 Km   33.73%       163,124.465 Km/sec    5.44% Light
    48 Years        139,217,304,168,610 Km   35.04%       166,218.153 Km/sec    5.54% Light
    49 Years        144,507,951,169,526 Km   36.37%       169,311.840 Km/sec    5.64% Light
    50 Years        149,896,160,884,622 Km   37.72%       172,405.528 Km/sec    5.75% Light
    51 Years        155,381,933,313,898 Km   39.10%       175,499.215 Km/sec    5.85% Light
    52 Years        160,965,268,457,354 Km   40.51%       178,592.903 Km/sec    5.95% Light
    53 Years        166,646,166,314,989 Km   41.94%       181,686.590 Km/sec    6.06% Light
    54 Years        172,424,626,886,805 Km   43.39%       184,780.278 Km/sec    6.16% Light
    55 Years        178,300,650,172,799 Km   44.87%       187,873.965 Km/sec    6.26% Light
    56 Years        184,274,236,172,974 Km   46.38%       190,967.653 Km/sec    6.37% Light
    57 Years        190,345,384,887,329 Km   47.90%       194,061.340 Km/sec    6.47% Light
    58 Years        196,514,096,315,863 Km   49.46%       197,155.028 Km/sec    6.57% Light
    59 Years        202,780,370,458,577 Km   51.03%       200,248.715 Km/sec    6.67% Light
    60 Years        209,144,207,315,470 Km   52.63%       203,342.403 Km/sec    6.78% Light
    61 Years        215,605,606,886,544 Km   54.26%       206,436.090 Km/sec    6.88% Light
    62 Years        222,164,569,171,797 Km   55.91%       209,529.778 Km/sec    6.98% Light
    63 Years        228,821,094,171,230 Km   57.59%       212,623.465 Km/sec    7.09% Light
    64 Years        235,575,181,884,842 Km   59.29%       215,717.153 Km/sec    7.19% Light
    65 Years        242,426,832,312,635 Km   61.01%       218,810.840 Km/sec    7.29% Light
    66 Years        249,376,045,454,607 Km   62.76%       221,904.528 Km/sec    7.40% Light
    67 Years        256,422,821,310,759 Km   64.53%       224,998.215 Km/sec    7.50% Light
    68 Years        263,567,159,881,090 Km   66.33%       228,091.903 Km/sec    7.60% Light
    69 Years        270,809,061,165,602 Km   68.15%       231,185.590 Km/sec    7.71% Light
    70 Years        278,148,525,164,293 Km   70.00%       234,279.278 Km/sec    7.81% Light
    71 Years        285,585,551,877,164 Km   71.87%       237,372.965 Km/sec    7.91% Light
    72 Years        293,120,141,304,214 Km   73.77%       240,466.653 Km/sec    8.02% Light
    73 Years        300,752,293,445,445 Km   75.69%       243,560.340 Km/sec    8.12% Light
    74 Years        308,482,008,300,855 Km   77.63%       246,654.028 Km/sec    8.22% Light
    75 Years        316,309,285,870,445 Km   79.60%       249,747.715 Km/sec    8.32% Light
    76 Years        324,234,126,154,214 Km   81.60%       252,841.403 Km/sec    8.43% Light
    77 Years        332,256,529,152,163 Km   83.62%       255,935.090 Km/sec    8.53% Light
    78 Years        340,376,494,864,292 Km   85.66%       259,028.778 Km/sec    8.63% Light
    79 Years        348,594,023,290,601 Km   87.73%       262,122.465 Km/sec    8.74% Light
    80 Years        356,909,114,431,090 Km   89.82%       265,216.152 Km/sec    8.84% Light
    81 Years        365,321,768,285,758 Km   91.94%       268,309.840 Km/sec    8.94% Light
    82 Years        373,831,984,854,606 Km   94.08%       271,403.527 Km/sec    9.05% Light
    83 Years        382,439,764,137,634 Km   96.25%       274,497.215 Km/sec    9.15% Light
    84 Years        391,145,106,134,842 Km   98.44%       277,590.902 Km/sec    9.25% Light
    85 Years        397,353,603,442,841 Km  100.00%       279,776.368 Km/sec    9.33% Light

*** Plus 2 years for initial manouvering around the Sun.

Press any key to continue . . .
